Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Age 60+ Male,0.000284367,0.006503354,1.000284408,0.987615125,1.013116,0.06705479,0.06018819,1.006728011,0.994921533,1.018675,-0.003282834,0.000768611,0.958850339,0.940538046,0.977519,-0.000241333,0.000822011,0.998432565,0.988031115,1.008944
All: LAG 1,0.00184605,0.00297886,1.001847755,0.996015444,1.007714,-0.01187976,0.02732239,0.998812729,0.993478195,1.004176,0.000213837,0.000353571,1.002740858,0.993885484,1.011675,0.000271716,0.000375045,1.001767711,0.996992611,1.006566
Female,0.002714563,0.003622734,1.002718251,0.995623609,1.009863,0.000161442,0.033281281,1.000016144,0.993514138,1.006561,0.000112703,0.000430094,1.001443643,0.990695964,1.012308,0.000319997,0.000456315,1.002082143,0.996273482,1.007925
Male,0.001330132,0.00361207,1.001331017,0.994266972,1.008445,-0.01321923,0.03307403,0.99867895,0.992225943,1.005174,0.000184216,0.000428758,1.002360741,0.991636438,1.013201,0.000426079,0.000454092,1.002773355,0.996988925,1.008591
Warm All,0.00064876,0.002624159,1.00064897,0.995515494,1.005809,-0.005885953,0.032491648,0.999411578,0.993067185,1.005797,0.000887704,0.000302955,1.011427416,1.003769174,1.019144,0.000188436,0.0003706,1.001225583,0.996509499,1.005964
Warm Female,0.000556433,0.003200631,1.000556588,0.994299507,1.006853,-0.01817777,0.03965268,0.998183874,0.990456132,1.005972,0.000738992,0.000369907,1.009503979,1.000178882,1.018916,0.00021541,0.000451591,1.001401144,0.995656352,1.007179
Warm Male,0.000810593,0.003352853,1.000810922,0.994255565,1.00741,0.01082689,0.04148267,1.001083275,0.992976864,1.009256,0.000864396,0.000386807,1.011125707,1.001360975,1.020986,0.000304937,0.0004742,1.001984057,0.995949017,1.008056
Cold All,0.003451636,0.003431217,1.0034576,0.996731803,1.010229,-0.009762738,0.024535415,0.999024203,0.994231487,1.00384,-0.000986978,0.000425794,0.987446146,0.976954075,0.998051,0.000362757,0.000382199,1.0023607,0.997491851,1.007253
Cold Female,0.006358051,0.004169801,1.006378306,0.998186887,1.014637,0.01566988,0.02982411,1.001568216,0.995730602,1.00744,-0.001071311,0.000517596,0.986380812,0.973655026,0.999273,0.000485945,0.000464857,1.003163634,0.997240178,1.009122
Cold Male,0.000896992,0.003962951,1.000897394,0.993153156,1.008702,-0.02278465,0.02833054,0.997724129,0.992199334,1.00328,-0.000942922,0.000492618,0.988003147,0.975867754,1.000289,0.000470866,0.000440212,1.003065319,0.997455569,1.008707
Age 0-10 All,0.01707246,0.01443558,1.017219027,0.988841447,1.046411,0.1166958,0.1300761,1.011737935,0.986269795,1.037864,0.000898961,0.001716905,1.011573154,0.968926016,1.056097,0.001713951,0.001831905,1.01120297,0.987876303,1.03508
Age 0-10 Female,0.005542418,0.021166835,1.005557806,0.964693757,1.048153,0.03918808,0.19349891,1.003926497,0.96656476,1.042732,0.001487471,0.002518235,1.019222038,0.95682205,1.085691,0.000880614,0.002681864,1.005740404,0.971957738,1.040697
Age 0-10 Male,0.02622283,0.01907956,1.026569674,0.98888908,1.065686,1.75E-01,0.170163,1.01766774,0.984286301,1.052181,0.000454086,0.002269069,1.005829225,0.950170248,1.064749,0.0023715,0.00242414,1.01553417,0.984650234,1.047387
Age 11-60 All,0.000897959,0.003246678,1.000898362,0.994549379,1.007288,-0.02911883,0.02971571,0.997092352,0.991301887,1.002917,0.000414814,0.00038521,1.005323734,0.995654944,1.015086,9.67E-05,0.000408941,1.000628901,0.995429273,1.005856
Age 11-60 Female,0.002356021,0.004251132,1.002358799,0.994041624,1.010746,-0.02174896,0.0389204,0.997827467,0.990244601,1.005468,0.000167429,0.000504671,1.002145387,0.989537019,1.014914,0.000138329,0.00053586,1.000899543,0.994089816,1.007756
Age 11-60 Male,-0.000536476,0.004129278,0.999463668,0.99140727,1.007586,-0.03639587,0.03778482,0.996367028,0.989015365,1.003773,0.000662112,0.000489715,1.008511047,0.996196317,1.020978,5.80E-05,0.000519744,1.000377036,0.993774888,1.007023
Age 60+All,0.003485779,0.004361204,1.003491861,0.99495061,1.012106,0.03582931,0.04019615,1.003589357,0.995713698,1.011527,-0.000505295,0.000518014,0.993553099,0.98072448,1.00655,0.000869271,0.000547355,1.005666256,0.998677837,1.012704
Age 60+ Female,0.00317651,0.00534025,1.00318156,0.99273613,1.013737,0.03829508,0.04926634,1.00383685,0.994190248,1.013577,-6.09E-05,0.00063395,0.999220516,0.983454092,1.01524,0.00061676,0.000671517,1.004016985,0.995464135,1.012643
Age 60+ Male,0.003906489,0.006495361,1.003914129,0.991214402,1.016777,0.03151769,0.05978353,1.003156741,0.991470779,1.01498,-0.001199852,0.000772045,0.984759235,0.965868894,1.004019,0.001258027,0.000813015,1.008210697,0.997821732,1.018708
All: LAG2,0.000786884,0.00300375,1.000787194,0.99491252,1.006697,-0.006300312,0.027280183,0.999370167,0.994040879,1.004728,-9.12E-05,0.000354917,0.998833501,0.989979201,1.007767,8.54E-05,0.000378313,1.000555571,0.99574479,1.00539
Female,-0.001009322,0.003645924,0.998991187,0.991877831,1.006156,-0.01346515,0.03316431,0.998654391,0.992183985,1.005167,-2.61E-04,0.000430995,0.996668307,0.985949576,1.007504,-1.16E-06,0.000459604,0.99999248,0.994154274,1.005865
Male,0.004195103,0.0036448,1.004203915,0.997055638,1.011403,0.0040419,0.0330937,1.000404272,0.993936284,1.006914,9.73E-05,0.000430594,1.001245766,0.990487789,1.012121,0.000478505,0.000458007,1.003115122,0.997278978,1.008985
Warm All,-0.001519555,0.002642914,0.998481599,0.993322726,1.003667,0.01506706,0.0321832,1.001507842,0.995210306,1.007845,0.000177905,0.000306299,1.002279776,0.994607347,1.010011,-0.000472099,0.000373724,0.996936061,0.992200692,1.001694
Warm Female,-0.005974102,0.003217468,0.994043707,0.987794756,1.000332,-0.02725844,0.03918829,0.997277868,0.989647214,1.004967,1.81E-05,0.00037333,1.000231932,0.990907395,1.009644,-0.001293581,0.00045531,0.991626972,0.985891541,0.997396
Warm Male,0.004587418,0.003369647,1.004597956,0.997984943,1.011255,0.07109029,0.04104371,1.007134358,0.999064899,1.015269,0.000347058,0.000390204,1.004452219,0.994667175,1.014334,0.000968451,0.00047516,1.006314785,1.000241425,1.012425
Cold All,0.004262925,0.003481821,1.004272024,0.997441834,1.011149,-0.01249972,0.02464733,0.998750809,0.993937602,1.003587,-0.00066268,0.000425889,0.991553571,0.981015513,1.002205,0.000592226,0.000386423,1.003856887,0.998927018,1.008811
Cold Female,0.007070874,0.004216482,1.007095932,0.998807281,1.015453,-0.003260536,0.029854224,0.999674,0.99384156,1.005541,-0.000759309,0.000515936,0.990327926,0.977591918,1.00323,0.001212925,0.000467427,1.007915174,1.001930858,1.013935
Cold Male,0.002789293,0.004030883,1.002793187,0.994901802,1.010747,-0.02440026,0.02860414,0.997562948,0.991985848,1.003171,-0.000563763,0.000493628,0.992809808,0.980590522,1.005181,1.46E-05,0.000447372,1.000094863,0.994411012,1.005811
Age 0-10 All,0.01007759,0.01442403,1.01012854,0.981970994,1.039093,0.1270468,0.1303911,1.012785727,0.987230258,1.039003,0.000463135,0.001728662,1.005945737,0.963251684,1.050532,0.001648488,0.001822729,1.010772785,0.987571484,1.034519
Age 0-10 Female,0.01796245,0.02111349,1.018124745,0.976852129,1.061141,0.35875684,0.19273604,1.036526982,0.998101225,1.076432,-0.002982873,0.002552199,0.962538923,0.902839626,1.026186,3.71E-03,0.002643241,1.024436211,0.990512823,1.059521
Age 0-10 Male,0.003628029,0.019073811,1.003634618,0.966806758,1.041865,-0.0518884,0.1712866,0.994824599,0.961980582,1.02879,0.003151775,0.002270383,1.041167542,0.983520646,1.102193,-8.40E-05,0.002428209,0.99945398,0.969008832,1.030856
Age 11-60 All,0.001527832,0.003269348,1.001529,0.995131798,1.007967,0.003347639,0.029625718,1.00033482,0.994543067,1.00616,2.13E-06,0.000386227,1.000027227,0.990384097,1.009764,4.14E-06,0.000411816,1.000026903,0.994793961,1.005287
Age 11-60 Female,0.000594752,0.004271232,1.000594929,0.992253298,1.009007,0.006638664,0.038706164,1.000664087,0.993101364,1.008284,-0.000111311,0.000504914,0.998576231,0.98600677,1.011306,-0.000049124,0.000538705,0.999680745,0.992843327,1.006565
Age 11-60 Male,0.002455584,0.004161104,1.002458601,0.994316035,1.010668,2.25E-05,0.03769207,1.000002247,0.992641806,1.007417,0.000117426,0.000491248,1.001504178,0.989236948,1.013924,5.66E-05,0.000523476,1.000367669,0.993718327,1.007062
Age 60+All,0.000533719,0.004400632,1.000533862,0.99194113,1.009201,-0.03502755,0.04026786,0.996503372,0.988669424,1.004399,-0.000341674,0.000519826,0.995636126,0.982735936,1.008706,0.000602011,0.000552782,1.003920738,0.996875527,1.011016
Age 60+ Female,-0.004967601,0.005383113,0.995044717,0.984601289,1.005599,-0.07143701,0.0492522,0.992881755,0.983343153,1.002513,-0.000380829,0.000635694,0.995137247,0.979392389,1.011135,-0.000120579,0.000678275,0.999216547,0.990619299,1.007888
Age 60+ Male,0.009224402,0.00653654,1.009267078,0.99641921,1.022281,0.02281965,0.05983486,1.002284571,0.990598803,1.014108,-0.000283215,0.000772903,0.996381413,0.977247112,1.01589,0.001722647,0.000817409,1.011260128,1.00078372,1.021846
All: LAG 3,0.000130178,0.003000097,1.000130187,0.994266488,1.006028,0.01197299,0.02724412,1.001198016,0.99586602,1.006559,-0.000541,0.000356056,0.993099121,0.984267526,1.00201,0.000311723,0.000377614,1.002028256,0.997219274,1.00686
Female,-0.002585228,0.00363944,0.997418111,0.990328542,1.004558,0.001266083,0.033044742,1.000126616,0.993669959,1.006625,-0.000609887,0.000431616,0.992223845,0.981537622,1.003026,7.47E-05,0.000458513,1.000485354,0.994658103,1.006347
Male,0.003452535,0.00364214,1.003458502,0.996320726,1.010647,0.01276903,0.03312964,1.001277719,0.994797076,1.007801,-0.000205272,0.000432875,0.997375965,0.986603091,1.008266,0.000631943,0.000457862,1.004116074,0.998275955,1.00999
Warm All,5.64E-05,0.00263815,1.000056385,0.994898665,1.005241,0.01876132,0.03236945,1.001877893,0.995541688,1.008254,0.000172256,0.000308486,1.002207313,0.994480873,1.009994,0.00013596,0.000371917,1.000884133,0.996152937,1.005638
Warm Female,-0.004905119,0.003215529,0.995106891,0.988855015,1.001398,-0.001096468,0.039353965,0.999890359,0.992207496,1.007633,4.71E-05,0.00037553,1.00060355,0.991220833,1.010075,-0.000683782,0.000453756,0.995565277,0.989826671,1.001337
Warm Male,0.006343007,0.003361105,1.006363166,0.999755271,1.013015,0.03038,0.04132894,1.003042619,0.99495032,1.011201,0.000455328,0.00039396,1.005845209,0.995952748,1.015836,0.001219616,0.000472776,1.007959009,1.001906157,1.014048
Cold All,-0.000311981,0.0034765,0.999688068,0.992899409,1.006523,0.006117343,0.024546239,1.000611921,0.995809476,1.005438,-0.001686475,0.000424901,0.978644449,0.968267593,0.989133,0.000432007,0.000385451,1.002811993,0.997899611,1.007749
Cold Female,0.000513883,0.004203845,1.000514015,0.992304114,1.008792,-0.000214191,0.029680228,0.999978581,0.994178269,1.005813,-0.001661497,0.000514266,0.97895739,0.966408103,0.99167,0.000703937,0.000465892,1.004586073,0.998641055,1.010566
Cold Male,-0.001758854,0.004036933,0.998242692,0.990375373,1.006173,0.002086151,0.028587394,1.000208637,0.99462001,1.005829,-0.00130224,0.000494045,0.98346948,0.971354991,0.995735,9.08E-05,0.000447684,1.000590244,0.994899624,1.006313
Age 0-10 All,-0.008230255,0.014442974,0.991803521,0.96412099,1.020281,-0.000901137,0.129945293,0.99990989,0.974764485,1.025704,0.000530866,0.001723639,1.006818222,0.964208647,1.051311,-0.000286318,0.001829379,0.998140667,0.975146708,1.021677
Age 0-10 Female,-0.01535126,0.0213169,0.98476597,0.944469029,1.026782,0.2033468,0.1904834,1.020542838,0.983143619,1.059365,-0.002374579,0.002535523,0.97006266,0.910277471,1.033774,-0.000678947,0.002683878,0.995596571,0.962129946,1.030227
Age 0-10 Male,-0.002079657,0.018978878,0.997922504,0.961483132,1.035743,-0.1614645,0.1717235,0.983983205,0.95141564,1.017666,0.002837439,0.002270578,1.03698682,0.979566608,1.097773,7.40E-05,0.002414952,1.000481212,0.970168612,1.031741
Age 11-60 All,0.001874849,0.003264352,1.001876608,0.995486934,1.008307,0.03126469,0.02958701,1.003131362,0.997330983,1.008965,-0.00069371,0.000387633,0.991159816,0.981567574,1.000846,0.000447766,0.000410707,1.002914721,0.997680763,1.008176
Age 11-60 Female,0.002549181,0.004264209,1.002552433,0.994208169,1.010967,0.04766943,0.03857642,1.004778323,0.997209864,1.012404,-0.001006968,0.000505651,0.987193523,0.974749317,0.999797,0.000484249,0.000536899,1.003152576,0.996314339,1.010038
Age 11-60 Male,0.001212284,0.004151151,1.001213019,0.993099944,1.009392,0.0149029,0.03767183,1.001491401,0.994123943,1.008913,-0.000378727,0.000493729,0.995164032,0.982913285,1.007567,4.13E-04,0.000521948,1.002686538,0.996041174,1.009376
Age 60+All,-0.00274028,0.004394806,0.997263471,0.988710115,1.005891,-0.04843349,0.04022779,0.995168361,0.987352663,1.003046,0.000116089,0.000520936,1.001487048,0.988483524,1.014662,1.35E-04,0.000553191,1.000875526,0.993846496,1.007954
Age 60+ Female,-0.01121466,0.005372761,0.98884799,0.978489452,0.999316,-0.09640112,0.0491044,0.990406205,0.980919802,0.999984,0.00021516,0.000637434,1.00275784,0.986849338,1.018923,-0.000630074,0.000677822,0.995912892,0.987349759,1.00455
Age 60+ Male,0.010512758,0.006527987,1.010568211,0.997720505,1.023581,0.02740555,0.05984746,1.002744314,0.991050738,1.014576,-3.93E-05,0.000773645,0.999497469,0.980285069,1.019086,0.001322365,0.000819431,1.008632418,0.998157522,1.019217
All: LAG 4,-0.002029832,0.003005623,0.997972227,0.992110434,1.003869,-0.03839221,0.02720543,0.996168139,0.990870445,1.001494,-0.000229199,0.000357097,0.997070556,0.988177857,1.006043,-5.04E-05,0.000378109,0.999672334,0.994868389,1.004499
Female,-0.00302398,0.003643611,0.996980588,0.989886036,1.004126,-0.05942818,0.03304857,0.994074806,0.987656476,1.000535,0.000104716,0.000432649,1.001341262,0.990531185,1.012269,-3.42E-05,0.000458585,0.999777847,0.993953801,1.005636
Male,-0.000279601,0.003653207,0.999720438,0.992587722,1.006904,-0.009503172,0.032991239,0.999050134,0.992610835,1.005531,-0.00062738,0.000434341,0.992001694,0.981250781,1.00287,-6.17E-06,0.000459458,0.99995987,0.994123703,1.00583
Warm All,-0.001156646,0.002635492,0.998844023,0.993697733,1.004017,-0.01449825,0.03213387,0.998551225,0.992281875,1.00486,-0.000114604,0.000311064,0.998534149,0.990771955,1.006357,8.52E-05,0.000370031,1.000554154,0.99584845,1.005282
Warm Female,-0.002437301,0.003207741,0.997565667,0.991313474,1.003857,-0.01231222,0.03908107,0.998769536,0.991148297,1.006449,-3.28E-06,0.000378209,0.999957968,0.990514729,1.009491,-2.50E-05,0.000450504,0.999837396,0.994115345,1.005592
Warm Male,6.39E-05,0.003360063,1.000063942,0.993499437,1.006672,-0.02891255,0.04091364,0.997112921,0.989148973,1.005141,-1.55E-04,0.000397218,0.998019566,0.988123284,1.008015,9.14E-05,0.000471873,1.000594436,0.994597243,1.006628
Cold All,-0.003230951,0.003495824,0.996774263,0.989967895,1.003627,-0.05103673,0.02455719,0.994909329,0.990132128,0.99971,-0.000435833,0.000423989,0.994436867,0.983915076,1.005071,-0.000178801,0.00038709,0.99883847,0.993924796,1.003776
Cold Female,-0.002782779,0.00422532,0.997221089,0.988996579,1.005514,-0.081373846,0.02973411,0.991895634,0.986131792,0.997693,0.000214715,0.000512769,1.002752131,0.989934997,1.015735,1.80E-06,0.000467661,1.000011708,0.994071349,1.005988
Cold Male,-0.002230425,0.004061684,0.997772061,0.98986043,1.005747,-0.004842097,0.028520475,0.999515908,0.993944188,1.005119,-0.001336142,0.000491872,0.983042807,0.970986514,0.995249,-0.000156876,0.00044989,0.998980829,0.993271456,1.004723
Age 0-10 All,0.007474369,0.014458487,1.007502372,0.979351887,1.036462,-0.04891069,0.13144898,0.995120873,0.969810033,1.021092,0.003152948,0.001736077,1.041183175,0.996808139,1.087534,0.000876991,0.001818919,1.005716719,0.98267917,1.029294
Age 0-10 Female,0.006974604,0.021248648,1.006998983,0.965921466,1.049823,0.003112381,0.192951927,1.000311287,0.963187348,1.038866,0.00140654,0.002565772,1.018166756,0.954692122,1.085862,0.002707509,0.002656195,1.01775458,0.98389006,1.052785
Age 0-10 Male,0.007771153,0.019054422,1.007801427,0.970857561,1.046151,-0.09430589,0.17363427,0.99061374,0.95746807,1.024907,4.52E-03,0.002278688,1.059522332,1.000650663,1.121858,-0.000616605,0.002409113,0.996000089,0.965895108,1.027043
Age 11-60 All,-0.001530675,0.00327294,0.998470496,0.992085846,1.004896,-0.02479251,0.0295461,0.99752382,0.991763818,1.003317,-0.000457638,0.000389011,0.994159361,0.984504054,1.003909,-6.29E-05,0.00041145,0.999591413,0.994365386,1.004845
Age 11-60 Female,0.000824072,0.00427253,1.000824412,0.992478343,1.009241,-0.01914032,0.03859157,0.998087799,0.990566795,1.005666,-0.000163619,0.000507474,0.997907866,0.985283521,1.010694,0.000369665,0.000536752,1.002405709,0.995574421,1.009284
Age 11-60 Male,-0.003874259,0.004165455,0.996133236,0.988033623,1.004299,-0.03039274,0.03755165,0.99696534,0.989654489,1.00433,-0.000752398,0.000495516,0.990415536,0.978179385,1.002805,-0.000494235,0.00052394,0.996792625,0.990161198,1.003468
Age 60+All,-0.002920345,0.004400906,0.997083915,0.98852028,1.005722,-0.06022728,0.04011272,0.993995372,0.986211128,1.001841,-8.19E-06,0.000521998,0.999895136,0.986886,1.013076,1.44E-06,0.000554707,1.000009374,0.992967252,1.007101
Age 60+ Female,-0.010573499,0.005376053,0.989482204,0.979110705,0.999964,-0.137381673,0.049019971,0.986355771,0.97692433,0.995878,0.000523307,0.000637542,1.006720819,0.990746753,1.022952,-0.000931074,0.000679082,0.993966298,0.985404083,1.002603
Age 60+ Male,0.00898641,0.006545089,1.009026909,0.996165406,1.022054,0.06035882,0.05954457,1.006054135,0.994380992,1.017864,-0.0008413,0.000777021,0.989289141,0.970190785,1.008763,0.001442806,0.000822426,1.009422352,0.998901133,1.020054
All: LAG 5,0.001212106,0.003011951,1.001212841,0.995319669,1.007141,-0.02074619,0.02722895,0.997927532,0.992615904,1.003268,0.000420146,0.000357259,1.005392353,0.996421366,1.014444,0.000386557,0.000377154,1.002515777,0.997710303,1.007344
Female,0.000314253,0.00364776,1.000314302,0.993187951,1.007492,-0.04432243,0.03306128,0.995577565,0.989147069,1.00205,0.000762274,0.000432207,1.009804863,0.998914488,1.020814,0.000283441,0.000457028,1.001844067,0.996027744,1.007694
Male,0.002382402,0.003661603,1.002385242,0.995217135,1.009605,0.007207927,0.032987487,1.000721053,0.994271715,1.007212,-0.000130058,0.000435023,0.998336649,0.987500197,1.009292,0.000486172,0.000458222,1.003165118,0.997325948,1.009038
Warm All,0.001142086,0.00263263,1.001142738,0.995990192,1.006322,-0.007323261,0.031966883,0.999267942,0.993026593,1.005549,0.000487201,0.000311254,1.006255663,0.998428673,1.014144,0.000506599,0.00036795,1.003298324,0.998606192,1.008013
Warm Female,0.002937127,0.003196559,1.002941445,0.996677403,1.009245,0.006053063,0.038766056,1.00060549,0.993031552,1.008237,0.000570748,0.000377534,1.00733233,0.997836343,1.016919,0.000941222,0.000446229,1.006136697,1.000433087,1.011873
Warm Male,-0.00336808,0.003357459,0.996637586,0.990100625,1.003218,-0.05503392,0.04070187,0.994511724,0.986609503,1.002477,0.000433851,0.000397466,1.005568736,0.9955914,1.015646,-0.000591918,0.000470058,0.996159922,0.990212212,1.002143
Cold All,0.001357744,0.003510869,1.001358666,0.994491668,1.008273,-0.02521665,0.02461704,0.997481512,0.992680315,1.002306,0.000121518,0.000424686,1.001556634,0.990942176,1.012285,0.000293833,0.000385906,1.001911738,0.996997981,1.00685
Cold Female,-0.002884381,0.004246604,0.997119775,0.988854848,1.005454,-0.06707673,0.0298612,0.993314773,0.987518085,0.999145,0.000880234,0.000513551,1.0113307,0.998384333,1.024445,-0.00028954,0.000467323,0.998119762,0.992194917,1.00408
Cold Male,0.009587675,0.004079675,1.009633784,1.001592779,1.017739,0.03840228,0.02854647,1.003847611,0.998246659,1.00948,-0.001174244,0.0004941,0.985082063,0.972946372,0.997369,0.001431033,0.000447077,1.009345109,1.003612464,1.01511
Age 0-10 All,0.006621993,0.014509266,1.006643967,0.978420083,1.035682,-0.0415797,0.1306273,0.995850662,0.970677575,1.021677,0.000270175,0.00174675,1.00346423,0.960439569,1.048416,0.000467741,0.001799955,1.003044942,0.980305415,1.026312
Age 0-10 Female,0.01471711,0.02134058,1.01482594,0.973253762,1.058174,0.0757015,0.1940291,1.007598876,0.969999664,1.046656,-0.000570892,0.002557376,0.992719214,0.931027134,1.058499,0.003120676,0.002628751,1.02049152,0.986880921,1.055247
Age 0-10 Male,0.000310783,0.019129262,1.000310831,0.963500212,1.038528,-0.1317495,0.1710614,0.98691146,0.954370819,1.020562,0.000939836,0.002310923,1.012102555,0.95509304,1.072515,-0.001644507,0.002386172,0.989367632,0.959743587,1.019906
Age 11-60 All,0.002046667,0.003280062,1.002048763,0.995627334,1.008512,-0.001666872,0.029559832,0.999833327,0.994057314,1.005643,0.000243628,0.000389311,1.00312331,0.993373471,1.012969,0.000526069,0.000410482,1.003425304,0.99819155,1.008686
Age 11-60 Female,0.002343409,0.004280357,1.002346157,0.99397215,1.010791,-0.01639178,0.03864151,0.998362165,0.990829395,1.005952,0.000610904,0.000507372,1.007850224,0.995102649,1.020761,0.000512284,0.000535965,1.003335395,0.996507764,1.01021
Age 11-60 Male,0.001759044,0.004172917,1.001760592,0.99360069,1.009988,0.01298574,0.03750047,1.001299418,0.993966755,1.008686,-0.000126705,0.00049586,0.998379497,0.986036449,1.010877,0.000541628,0.000522017,1.003526785,0.996874977,1.010223
Age 60+All,-0.000814437,0.004407753,0.999185895,0.990590913,1.007855,-0.06009291,0.0401405,0.994008729,0.98621901,1.00186,0.000580435,0.000522045,1.007457237,0.994348547,1.020739,4.31E-05,0.000552997,1.000280159,0.993257772,1.007352
Age 60+ Female,-0.004152769,0.005374704,0.995855842,0.985420142,1.006402,-0.10216898,0.04892417,0.989835117,0.980388816,0.999372,0.001108478,0.00063626,1.014289658,0.998227613,1.03061,-0.000295346,0.00067479,0.998082092,0.989538535,1.006699
Age 60+ Male,0.004434173,0.006577047,1.004444018,0.991578819,1.017476,0.006206028,0.059877984,1.000620795,0.988946067,1.012433,-0.000249743,0.000779459,0.996808399,0.9775051,1.016493,0.000571094,0.000824334,1.003719007,0.993233091,1.014316
All: LAG 6,0.001151546,0.002990256,1.001152209,0.995301716,1.007037,0.01635744,0.0274294,1.001637083,0.996266568,1.007037,-0.000239882,0.000359123,0.996934223,0.987992514,1.005957,0.000344754,0.000373518,1.002243415,0.99748545,1.007024
