Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Age 0-10 Male,0.002216,0.004903,1.002218457,0.992633387,1.011896,-1.46E-02,0.080785,0.998539867,0.982853641,1.014476,0.000285,0.00116,1.003654662,0.974867144,1.033292,0.000686,0.001183,1.004468956,0.989443693,1.019722
Age 11-60 All,0.007458,0.002111,1.00748588,1.003325959,1.011663,0.008033,0.034181,1.000803623,0.994121172,1.007531,-0.000375,0.00046,0.995211502,0.983792301,1.006763,0.000454,0.000479,1.002955358,0.996853501,1.009095
Age 11-60 Female,0.006823,0.002895,1.00684633,1.00114946,1.012576,-0.009797,0.040474,0.99902078,0.991126996,1.006977,-0.000747,0.000543,0.990483967,0.977082309,1.004069,0.000336,0.000567,1.002186387,0.994973097,1.009452
Age 11-60 Male,0.00813,0.002368,1.008163138,1.003494813,1.012853,0.027062,0.039566,1.002709865,0.994963987,1.010516,0.000024,0.000535,1.000307247,0.986970745,1.013824,0.000579,0.000555,1.003770591,0.996698263,1.010893
Age 60+All,0.013673,0.003416,1.013766903,1.00700204,1.020577,0.00043,0.042702,1.000043001,0.991707978,1.008448,-0.000626,0.000571,0.992019217,0.977909599,1.006332,0.001169,0.00059,1.007627442,1.000081903,1.01523
Age 60+ Female,0.010933,0.004072,1.010992984,1.002956241,1.019094,-0.013988,0.04909,0.998602178,0.989040063,1.008257,-0.000732,0.000659,0.990674158,0.974430002,1.007189,0.000868,0.000681,1.005657946,0.996970658,1.014421
Age 60+ Male,0.016844,0.004728,1.01698666,1.007605899,1.026455,0.017506,0.051993,1.001752133,0.991595489,1.012013,-0.000503,0.000692,0.993582282,0.976481674,1.010982,0.001519,0.000715,1.009922404,1.000764692,1.019164
All: LAG2,0.011882,0.001996,1.011952871,1.008001684,1.01592,0.037413,0.031772,1.003748307,0.997517076,1.010018,-0.000342,0.00043,0.995631968,0.984948976,1.006431,0.001358,0.000447,1.008866073,1.003137131,1.014628
Female,0.011656,0.002527,1.011724196,1.006725596,1.016748,0.012004,0.035831,1.001201121,0.994194442,1.008257,-2.94E-04,0.000484,0.996243872,0.984220037,1.008415,0.001217,0.000505,1.007941871,1.001477891,1.014448
Male,0.012128,0.002225,1.012201842,1.007797241,1.016626,0.064697,0.035122,1.006490674,0.999585874,1.013443,-0.000393,0.000476,0.994982231,0.98317093,1.006935,0.001511,0.000495,1.009869889,1.003521386,1.016259
Warm All,0.010523,0.002272,1.010578561,1.006088339,1.015089,0.077924,0.036382,1.00782284,1.000661747,1.015035,0.000795,0.000353,1.010227952,1.001320807,1.019214,0.001154,0.000424,1.007529203,1.002101445,1.012986
Warm Female,0.009811,0.00279,1.009859286,1.004352043,1.015397,0.082037,0.041894,1.008237443,0.999992476,1.01655,0.000576,0.000407,1.007400046,0.997166007,1.017739,0.000997,0.000489,1.006501544,1.000250671,1.012791
Warm Male,0.011318,0.002692,1.011382291,1.006059968,1.016733,0.073721,0.041583,1.007399341,0.999222135,1.015643,0.001033,0.000404,1.013310202,1.003091617,1.023633,0.001327,0.000484,1.008662807,1.002462367,1.014902
Cold All,0.013997,0.003539,1.014095417,1.007085545,1.021154,0.022564,0.029625,1.002258948,0.996456194,1.008095,-0.002119,0.000528,0.973241331,0.960434336,0.986219,0.001608,0.000472,1.010506813,1.004448586,1.016602
Cold Female,0.013916,0.004553,1.014013278,1.005004601,1.023103,-0.014362,0.032922,0.998564831,0.992142124,1.005029,-0.001709,0.000586,0.978362327,0.96408408,0.992852,0.001474,0.000524,1.009627045,1.002909464,1.01639
Cold Male,0.014082,0.003798,1.014181618,1.00666,1.021759,0.062142,0.031996,1.006233548,0.999942986,1.012564,-0.002559,0.000571,0.967775442,0.954010646,0.981739,0.001751,0.00051,1.011446516,1.004896047,1.01804
Age 0-10 All,0.01364,0.004018,1.013733449,1.005781368,1.021748,0.049162,0.062031,1.004928304,0.992784283,1.017221,0.000537,0.000893,1.006897277,0.984589984,1.02971,0.001747,0.000912,1.011420218,0.999736655,1.02324
Age 0-10 Female,0.009001,0.005643,1.009041631,0.997942839,1.020264,-0.009118,0.090377,0.999088616,0.981546694,1.016944,0.000515,0.001299,1.006613775,0.974337709,1.039959,6.80E-04,0.001337,1.004429783,0.987465835,1.021685
Age 0-10 Male,0.017219,0.004925,1.017368102,1.007594694,1.027236,0.093617,0.080494,1.009405658,0.993605409,1.025457,0.000549,0.001159,1.007051949,0.978191528,1.036764,0.002541,0.001178,1.016653651,1.001509919,1.032026
Age 11-60 All,0.011041,0.002154,1.011102177,1.006842463,1.01538,0.034585,0.033907,1.003464488,0.996817802,1.010155,-0.000272,0.000457,0.996524454,0.985164333,1.008016,0.001328,0.000478,1.008669363,1.002545514,1.014831
Age 11-60 Female,0.010366,0.002906,1.010419913,1.004681163,1.016191,0.015424,0.04013,1.00154359,0.993696869,1.009452,-0.000239,0.000539,0.996945475,0.983555087,1.010518,0.001161,0.000565,1.007575047,1.000348461,1.014854
Age 11-60 Male,0.011764,0.00243,1.011833468,1.007025766,1.016664,0.055009,0.039301,1.005516058,0.997800327,1.013291,-0.000306,0.000532,0.996090861,0.982884546,1.009475,0.001508,0.000554,1.009850197,1.002747808,1.017003
Age 60+All,0.012887,0.00342,1.012970395,1.006202959,1.019783,0.039405,0.042406,1.003948274,0.995638463,1.012327,-0.000627,0.000568,0.992006519,0.977970685,1.006244,0.001327,0.000592,1.008662807,1.001084007,1.016299
Age 60+ Female,0.014121,0.004078,1.014221172,1.006146935,1.02236,0.010546,0.048788,1.001055156,0.991528241,1.010674,-0.000507,0.000656,0.993531412,0.977313959,1.010018,0.001393,0.000683,1.009095616,1.000353142,1.017914
Age 60+ Male,0.011452,0.004729,1.011517825,1.002185545,1.020937,0.073276,0.051565,1.007354513,0.997224718,1.017587,-0.000765,0.000689,0.990255786,0.97328568,1.007522,0.001253,0.000719,1.008177757,0.998984956,1.017455
All: LAG 3,0.007111,0.002033,1.007136343,1.003131212,1.011157,0.017677,0.031668,1.001769263,0.995570611,1.008007,-0.000243,0.00043,0.996894432,0.986197895,1.007707,0.000856,0.000448,1.005579508,0.99985649,1.011335
Female,0.006649,0.002549,1.006671154,1.001654327,1.011713,-0.004513,0.035696,0.999548802,0.99257995,1.006567,-0.000325,0.000484,0.995848641,0.983829576,1.008015,0.000695,0.000504,1.004527719,0.99809835,1.010999
Male,0.007618,0.002264,1.007647091,1.003185623,1.012128,0.041542,0.035009,1.004162841,0.997296098,1.011077,-0.000152,0.000476,0.998056291,0.986208498,1.010046,0.001029,0.000495,1.006710918,1.000382273,1.01308
Warm All,0.008445,0.002367,1.00848076,1.003812931,1.01317,0.009058,0.03677,1.00090621,0.99371869,1.008146,0.001433,0.000356,1.018511655,1.009455495,1.027649,0.000789,0.000425,1.005141673,0.999714041,1.010599
Warm Female,0.006231,0.002846,1.006250453,1.000653053,1.011879,0.008677,0.04232,1.000868077,0.992600492,1.009205,0.001016,0.000411,1.01308973,1.002697263,1.02359,0.000454,0.00049,1.002955358,0.996713811,1.009236
Warm Male,0.01084,0.002792,1.010898966,1.005382112,1.016446,0.009485,0.04197,1.00094895,0.992748798,1.009217,0.001886,0.000407,1.024434548,1.014027458,1.034948,0.00115,0.000484,1.007503008,1.001309697,1.013735
Cold All,0.00549,0.003548,1.005505098,0.998536991,1.012522,0.020499,0.029326,1.002052002,0.996308833,1.007828,-0.002732,0.000525,0.965634771,0.952999595,0.978437,0.001004,0.000469,1.006547341,1.000551092,1.01258
Cold Female,0.007307,0.004548,1.007333761,0.998394211,1.016353,-0.009099,0.032578,0.999090514,0.992731357,1.00549,-0.002403,0.000582,0.969709827,0.955653752,0.983973,0.001001,0.00052,1.006527713,0.999881707,1.013218
Cold Male,0.003536,0.003806,1.003542259,0.996083928,1.011056,0.052288,0.031705,1.005242494,0.999015105,1.011509,-0.003084,0.000568,0.961293794,0.947692512,0.97509,0.001008,0.000508,1.006573511,1.000080083,1.013109
Age 0-10 All,0.010013,0.004076,1.010063298,1.00202609,1.018165,0.072202,0.061599,1.007246328,0.995158554,1.019481,0.000386,0.000898,1.004953026,0.982565546,1.027851,0.00108,0.000904,1.007044698,0.995513136,1.01871
Age 0-10 Female,0.021041,0.005673,1.021263923,1.009971305,1.032683,0.118273,0.089512,1.011897519,0.994299259,1.029807,0.000194,0.001303,1.002486286,0.970245192,1.035799,0.002311,0.001313,1.01513489,0.998295335,1.032258
Age 0-10 Male,0.001505,0.004985,1.001506133,0.991768466,1.011339,0.036411,0.0802,1.003647737,0.987994547,1.019549,0.000533,0.00117,1.006845726,0.977721358,1.036838,0.000133,0.001177,1.000864874,0.985968887,1.015986
Age 11-60 All,0.006456,0.002186,1.006476885,1.002173799,1.010798,0.014216,0.033835,1.001422611,0.994803489,1.008086,-0.000009,0.000458,0.999884807,0.98846158,1.01144,0.00079,0.000478,1.005148207,0.999045736,1.011288
Age 11-60 Female,0.006591,0.002927,1.006612768,1.000854445,1.012404,-0.002381,0.040069,0.999761928,0.991941025,1.007644,-0.000102,0.000541,0.998695252,0.985231926,1.012343,0.000689,0.000565,1.004488543,0.997284095,1.011745
Age 11-60 Male,0.006324,0.002463,1.006344039,1.00149764,1.011214,0.031909,0.039156,1.003195996,0.995526361,1.010925,0.00009,0.000532,1.001152664,0.987879239,1.014604,8.98E-04,0.000554,1.005854068,0.998779785,1.012978
Age 60+All,0.007569,0.003427,1.007597717,1.000852443,1.014388,0.011109,0.04219,1.001111517,0.99286722,1.009424,-0.000745,0.000568,0.990509323,0.976494673,1.004725,9.13E-04,0.000594,1.005952144,0.998368273,1.013594
Age 60+ Female,0.004409,0.004085,1.004418734,0.996408864,1.012493,-0.029707,0.048496,0.997033708,0.987601586,1.006556,-0.000758,0.000655,0.990344516,0.974203524,1.006753,0.00044,0.000684,1.002864094,0.994162942,1.011641
Age 60+ Male,0.011254,0.004731,1.011317564,1.001983204,1.020739,0.059443,0.051328,1.005962002,0.995892471,1.016133,-0.000726,0.000689,0.990750245,0.973771666,1.008025,0.001464,0.00072,1.009561421,1.000343259,1.018865
All: LAG 4,0.005338,0.002053,1.005352273,1.001314984,1.009406,-0.003413,0.03148,0.999658758,0.993509773,1.005846,-0.000479,0.000431,0.993887557,0.983198616,1.004693,0.00058,0.000451,1.003777115,0.99802621,1.009561
Female,0.003915,0.002565,1.003922674,0.998888218,1.008983,-0.03317,0.035505,0.996688495,0.989776637,1.003649,-0.000481,0.000485,0.993862114,0.981842392,1.006029,0.000523,0.000507,1.003405285,0.996944996,1.009907
Male,0.00688,0.002285,1.006903722,1.002404286,1.011423,0.028415,0.034794,1.002845541,0.996029778,1.009708,-0.000476,0.000477,0.993925723,0.982102324,1.005891,0.000643,0.000499,1.004188246,0.99782461,1.010592
Warm All,0.008298,0.00242,1.008332524,1.003561126,1.013127,0.028777,0.036199,1.002881845,0.995791576,1.010023,0.000548,0.000359,1.007039059,0.998009791,1.01615,0.001171,0.000421,1.007640541,1.002250489,1.01306
Warm Female,0.006604,0.002904,1.006625854,1.000912576,1.012372,0.012771,0.041699,1.001277916,0.993127818,1.009495,0.000499,0.000413,1.006407642,0.996033742,1.01689,0.00106,0.000484,1.006913791,1.000724102,1.013142
Warm Male,0.010134,0.002833,1.010185523,1.00459183,1.01581,0.046127,0.041289,1.004623355,0.996526104,1.012786,6.02E-04,0.000411,1.007735365,0.997397824,1.01818,0.001293,0.000481,1.008439917,1.002279153,1.014639
Cold All,0.001411,0.003557,1.001411996,0.994454712,1.008418,-0.01578,0.02926,0.998423244,0.992713715,1.004166,-0.002059,0.000523,0.973989067,0.961292809,0.986853,0.000163,0.000477,1.001060061,0.994995087,1.007162
Cold Female,0.000389,0.004546,1.000389076,0.991515042,1.009343,-0.051778,0.032498,0.994835582,0.988519007,1.001193,-0.002014,0.00058,0.974550247,0.9604722,0.988835,0.000174,0.000529,1.00113164,0.994407238,1.007902
Cold Male,0.002515,0.003818,1.002518165,0.995044041,1.010048,0.02263,0.031656,1.002265563,0.996066182,1.008504,-0.002106,0.000566,0.973403292,0.959678825,0.987324,0.000152,0.000517,1.000988488,0.994417063,1.007603
Age 0-10 All,0.017964,0.004101,1.018126323,1.009975467,1.026343,0.121628,0.061114,1.012237068,1.000184473,1.024435,0.000463,0.000899,1.005943996,0.983509765,1.02889,0.001846,0.000909,1.012071277,1.000418428,1.02386
Age 0-10 Female,0.036428,0.005694,1.03709963,1.025589696,1.048739,0.196511,0.088714,1.019845454,1.002265719,1.037734,0.000341,0.001307,1.00437434,0.97197498,1.037854,0.004731,0.001304,1.031229212,1.014238962,1.048504
Age 0-10 Male,0.003578,0.005016,1.003584409,0.993766152,1.0135,0.063417,0.079672,1.006361851,0.990768859,1.0222,5.67E-04,0.001169,1.007284,0.978171495,1.037263,-0.000436,0.001195,0.997170012,0.982103774,1.012467
Age 11-60 All,0.005994,0.002205,1.006012,1.001673599,1.010369,-0.009032,0.033599,0.999097208,0.992539366,1.005698,-0.000108,0.000459,0.998618555,0.987185028,1.010185,0.000493,0.000481,1.00320964,0.997080829,1.009376
Age 11-60 Female,0.00459,0.002946,1.00460055,0.998816541,1.010418,-0.019729,0.039775,0.998029045,0.99027876,1.00584,-0.00026,0.000542,0.996677532,0.983216739,1.010323,0.000356,0.000569,1.002316679,0.995077097,1.009609
Age 11-60 Male,0.007504,0.002479,1.007532226,1.002648662,1.01244,0.00232,0.038908,1.000232027,0.9926333,1.007889,0.000055,0.000533,1.000704248,0.987411996,1.014175,0.000639,0.000557,1.004162138,0.997061645,1.011313
Age 60+All,0.001738,0.003436,1.001739511,0.995015902,1.008509,-0.021585,0.042031,0.997843828,0.989657282,1.006098,-0.001271,0.000569,0.983862822,0.969917879,0.998008,0.000469,0.000598,1.003053151,0.995440407,1.010724
Age 60+ Female,-0.00242,0.004087,0.997582926,0.989623689,1.005606,-0.095803,0.048412,0.990465445,0.981111612,0.999908,-0.00096,0.000655,0.987787189,0.971687877,1.004153,0.000095,0.000689,1.000617691,0.991872845,1.00944
Age 60+ Male,0.006592,0.004748,1.006613775,0.9972896,1.016025,0.06491,0.050998,1.006512112,0.996501526,1.016623,-0.001629,0.000691,0.979364683,0.962532923,0.996491,0.000907,0.000728,1.005912913,0.996626483,1.015286
All: LAG 5,-0.002569,0.002067,0.997434297,0.993401546,1.001483,-0.027494,0.031372,0.997254376,0.991141161,1.003405,-0.000192,0.00043,0.997545417,0.986841895,1.008365,-0.000329,0.000452,0.997863785,0.992134119,1.003627
Female,-0.002014,0.002577,0.997988027,0.992959978,1.003042,-0.039784,0.035362,0.996029503,0.989149939,1.002957,-0.000224,0.000484,0.997136906,0.985102293,1.009319,-0.000307,0.000509,0.99800649,0.991555695,1.004499
Male,-0.003148,0.0023,0.99685695,0.992373233,1.001361,-0.014215,0.034726,0.99857951,0.99180596,1.005399,-0.000158,0.000476,0.997979644,0.98613276,1.009969,-0.00035,0.0005,0.997727586,0.991392261,1.004103
Warm All,-0.001759,0.002453,0.998242546,0.993454635,1.003054,0.006383,0.035511,1.000638504,0.993698085,1.007627,-0.000188,0.000359,0.997596493,0.988651889,1.006622,0.000046,0.000418,1.000299045,0.994986291,1.00564
Warm Female,-0.0014,0.002937,0.99860098,0.992869027,1.004366,0.00062,0.040883,1.000062002,0.992080458,1.008108,0.000018,0.000412,1.000230427,0.989945037,1.010623,-0.0001,0.00048,0.999350211,0.993257632,1.00548
Warm Male,-0.002136,0.002864,0.99786628,0.992280509,1.003483,0.012646,0.040534,1.0012654,0.993342198,1.009252,-0.000411,0.00041,0.994753014,0.984573349,1.005038,0.000206,0.000478,1.001339897,0.995260547,1.007456
Cold All,-0.002901,0.003548,0.997103204,0.990193322,1.004061,-0.03842,0.02933,0.996165371,0.990455164,1.001908,-0.000456,0.000523,0.994180201,0.981220745,1.007311,-0.000552,0.000481,0.996418429,0.990331107,1.002543
Cold Female,-0.002284,0.004524,0.997718606,0.988910902,1.006605,-0.054371,0.032567,0.994577654,0.988249353,1.000946,-0.000893,0.000581,0.988634679,0.974328729,1.003151,-0.000362,0.000534,0.997649766,0.99088563,1.00446
Cold Male,-0.003536,0.003814,0.996470244,0.989048964,1.003947,-0.021248,0.031769,0.997877456,0.991683253,1.00411,0.000008,0.000566,1.000102405,0.986001495,1.014405,-0.000751,0.00052,0.995130395,0.988559644,1.001745
Age 0-10 All,0.005507,0.004122,1.005522191,0.997431185,1.013679,0.080171,0.061205,1.008049323,0.996028826,1.020215,-0.000794,0.000895,0.989888271,0.967909237,1.012366,0.000808,0.000913,1.005265816,0.993640687,1.017027
Age 0-10 Female,0.020753,0.005707,1.020969841,1.009613193,1.032454,0.100363,0.088664,1.010086833,0.992685042,1.027794,-0.000703,0.001304,0.991041964,0.95914487,1.024,0.001994,0.001319,1.013045358,0.996164315,1.030212
Age 0-10 Male,-0.006341,0.005038,0.993679062,0.983915283,1.00354,0.064108,0.079876,1.006431393,0.990797707,1.022312,-0.00085,0.001163,0.989178973,0.960734345,1.018466,-0.000125,0.001194,0.99918783,0.984103642,1.014503
Age 11-60 All,-0.001261,0.002218,0.998739795,0.994407417,1.003091,-0.014814,0.033483,0.998519697,0.991988199,1.005094,-0.000066,0.000458,0.999155557,0.987740662,1.010702,-0.000261,0.000481,0.998304938,0.992206091,1.004441
Age 11-60 Female,-0.002119,0.002957,0.997883243,0.992116519,1.003683,-0.024945,0.039669,0.997508609,0.989782929,1.005295,0.000023,0.000542,1.000294443,0.986784802,1.013989,-0.000474,0.00057,0.996923741,0.989710503,1.00419
Age 11-60 Male,-0.000337,0.002491,0.999663057,0.994794237,1.004556,-0.004035,0.038762,0.999596581,0.99203107,1.00722,-0.000162,0.000532,0.997928548,0.98469787,1.011337,-0.000032,0.000557,0.999792022,0.992722431,1.006912
Age 60+All,-0.006344,0.003446,0.993676081,0.986987248,1.00041,-0.072231,0.041905,0.992802924,0.984682052,1.000991,-0.000287,0.000568,0.996333139,0.982236088,1.010633,-0.000676,0.0006,0.995615639,0.988034167,1.003255
Age 60+ Female,-0.00556,0.004097,0.994455428,0.986501809,1.002473,-0.088797,0.048131,0.991159608,0.981853295,1.000554,-0.000538,0.000655,0.993137257,0.976950748,1.009592,-0.00042,0.000691,0.997273723,0.988532914,1.006092
Age 60+ Male,-0.007246,0.004761,0.992780189,0.983559092,1.002088,-0.052745,0.051109,0.994739386,0.984824463,1.004754,0.000005,0.000691,1.000064002,0.982876495,1.017552,-0.000972,0.000731,0.993701917,0.984490589,1.002999
All: LAG 6,-0.007561,0.002065,0.992467512,0.988458718,0.996493,-0.057293,0.031852,0.994287081,0.988099091,1.000514,-0.000333,0.000434,0.995746671,0.984963601,1.006648,-0.001105,0.000448,0.992843233,0.987192701,0.998526
Female,-0.006583,0.002572,0.99343862,0.988443179,0.998459,-0.061509,0.035895,0.993867978,0.986900239,1.000885,-0.000565,0.00049,0.992794088,0.980664261,1.005074,-0.000776,0.000504,0.9949687,0.988600512,1.001378
Male,-0.008604,0.002297,0.991432908,0.986979391,0.995907,-0.052773,0.035226,0.9947366,0.987892299,1.001628,-0.000084,0.000481,0.998925378,0.986943458,1.011053,-0.001459,0.000496,0.990561327,0.984321665,0.996841
Warm All,-0.008294,0.002467,0.9917403,0.986956494,0.996547,-0.065035,0.035549,0.993517602,0.986619225,1.000464,-0.000423,0.000362,0.994600231,0.985608309,1.003674,-0.000989,0.000416,0.993592119,0.988340169,0.998872
Warm Female,-0.00789,0.002943,0.992141044,0.986434571,0.997881,-0.077594,0.040893,0.992270626,0.984349337,1.000256,-0.000538,0.000416,0.993137257,0.982826173,1.003557,-0.000506,0.000477,0.996716403,0.990677744,1.002792
Warm Male,-0.008737,0.002878,0.991301057,0.985724988,0.996909,-0.051659,0.040571,0.99484742,0.986967848,1.00279,-0.000299,0.000413,0.996180114,0.985911639,1.006556,-0.001517,0.000477,0.990187955,0.98418885,0.996224
Cold All,-0.006066,0.003513,0.993952361,0.98713203,1.00082,-0.051798,0.029971,0.994833592,0.989006756,1.000695,-0.000468,0.000528,0.994027507,0.980946984,1.007282,-0.0011,0.000475,0.9928755,0.986885258,0.998902
Cold Female,-0.004463,0.00448,0.995546944,0.986843513,1.004327,-0.050725,0.03326,0.994940343,0.988475462,1.001448,-0.001033,0.000586,0.986864632,0.972462302,1.00148,-8.77E-04,0.000527,0.994315717,0.987662262,1.001014
Cold Male,-0.00776,0.003774,0.992270031,0.98495725,0.999637,-0.052975,0.03245,0.994716507,0.988409988,1.001063,0.000135,0.00057,1.001729494,0.987506539,1.016157,-0.001337,0.000514,0.991347153,0.984876664,0.99786
